id,arts_and_cience_type,bilingual_teaching_code,build_datet,business_key,class_honor_name,create_time,finish_date,grade_business_key,is_delete,is_minority_nationality,length,monitor_business_key,name,serial_number,teacher_business_key,type,update_time,school_business_key,id,arts_and_cience_type,bilingual_teaching_code,build_datet,business_key,class_honor_name,create_time,finish_date,grade_business_key,is_delete,is_minority_nationality,length,monitor_business_key,name,serial_number,teacher_business_key,type,update_time,school_business_key,id,arts_and_cience_type,bilingual_teaching_code,build_datet,business_key,class_honor_name,create_time,finish_date,grade_business_key,is_delete,is_minority_nationality,length,monitor_business_key,name,serial_number,teacher_business_key,type,update_time,school_business_key,id,arts_and_cience_type,bilingual_teaching_code,build_datet,business_key,class_honor_name,create_time,finish_date,grade_business_key,is_delete,is_minority_nationality,length,monitor_business_key,name,serial_number,teacher_business_key,type,update_time,school_business_key,id,arts_and_cience_type,bilingual_teaching_code,build_datet,business_key,class_honor_name,create_time,finish_date,grade_business_key,is_delete,is_minority_nationality,length,monitor_business_key,name,serial_number,teacher_business_key,type,update_time,school_business_key,id,arts_and_cience_type,bilingual_teaching_code,build_datet,business_key,class_honor_name,create_time,finish_date,grade_business_key,is_delete,is_minority_nationality,length,monitor_business_key,name,serial_number,teacher_business_key,type,update_time,school_business_key,id,arts_and_cience_type,bilingual_teaching_code,build_datet,business_key,class_honor_name,create_time,finish_date,grade_business_key,is_delete,is_minority_nationality,length,monitor_business_key,name,serial_number,teacher_business_key,type,update_time,school_business_key
300,1,1,,325582702c174194ade576bf87faa7d2,,2016-11-16 11:48:58,,05cc505978c3452e8b2bd5d0bef01075,N,b'\x00',6,,一班,,,10,2016-11-16 13:43:54,d737979d9ca9430d9c6269c5913a588f
303,1,1,,12420e308e6f4ad6887569cd38a14c72,,2016-11-16 11:48:59,,05cc505978c3452e8b2bd5d0bef01075,N,b'\x00',6,,二班,,,10,2016-11-16 13:43:44,d737979d9ca9430d9c6269c5913a588f
306,1,1,,38361e278d4047a3ab4770816a97a5a7,,2016-11-16 11:49:00,,05cc505978c3452e8b2bd5d0bef01075,N,b'\x00',6,,三班,,,10,2016-11-17 09:37:37,d737979d9ca9430d9c6269c5913a588f
309,1,1,,184988090d8b49b5ab4eda7be1b0148b,,2016-11-16 11:49:01,,05cc505978c3452e8b2bd5d0bef01075,N,b'\x00',6,,四班,,,10,2016-11-17 09:37:20,d737979d9ca9430d9c6269c5913a588f
312,1,1,,1e4c9204be1b40f4a0ddc09e835a7751,,2016-11-16 11:49:03,,05cc505978c3452e8b2bd5d0bef01075,N,b'\x00',6,,五班,,,10,2016-11-16 13:43:20,d737979d9ca9430d9c6269c5913a588f
315,1,1,,783b57090b614e50a76934f3553ca463,,2016-11-16 11:49:04,,05cc505978c3452e8b2bd5d0bef01075,N,b'\x00',6,,六班,,,10,2016-11-16 13:43:09,d737979d9ca9430d9c6269c5913a588f
318,1,1,,8cfb9a78823c4b078ced67a26715c929,,2016-11-16 11:49:05,,05cc505978c3452e8b2bd5d0bef01075,Y,b'\x00',6,,七班,,,10,2017-09-12 21:56:51,d737979d9ca9430d9c6269c5913a588f
321,1,1,,043790ac4f4f4c7a8fa545ecc7dff1ba,,2016-11-16 11:49:07,,1de665428d6c496396ef8554ff9a0f1f,N,b'\x00',6,,一班,,,10,2016-11-16 13:42:46,d737979d9ca9430d9c6269c5913a588f
324,1,1,,100ccef092f64ef594172860eaa74845,,2016-11-16 11:49:08,,1de665428d6c496396ef8554ff9a0f1f,N,b'\x00',6,,二班,,,10,2016-11-16 13:42:35,d737979d9ca9430d9c6269c5913a588f
327,1,1,,e473a0fd0d654473bdc8c4608d8c5dde,,2016-11-16 11:49:10,,1de665428d6c496396ef8554ff9a0f1f,N,b'\x00',6,,三班,,,10,2016-11-16 13:42:00,d737979d9ca9430d9c6269c5913a588f
330,1,1,,1c0d2a502187444298669bcc21fe254d,,2016-11-16 11:49:12,,1de665428d6c496396ef8554ff9a0f1f,N,b'\x00',6,,四班,,,10,2016-11-16 13:41:46,d737979d9ca9430d9c6269c5913a588f
333,1,1,,b857a53631914ac7b0f1626b7cef2708,,2016-11-16 11:49:13,,1de665428d6c496396ef8554ff9a0f1f,N,b'\x00',6,,五班,,,10,2016-11-16 13:41:30,d737979d9ca9430d9c6269c5913a588f
336,1,1,,1bf5829f057245bdaf3648c80f1b217f,,2016-11-16 11:49:15,,1de665428d6c496396ef8554ff9a0f1f,N,b'\x00',6,,试讲班级,,c536fc1bec7c4ccb8415d63c4a563a02,10,2018-09-21 11:52:38,d737979d9ca9430d9c6269c5913a588f
339,,,,e5a77fe140cc490c923e99cf2e3577a3,,2016-11-16 11:49:17,,1de665428d6c496396ef8554ff9a0f1f,Y,,,,7班,,,,2017-09-12 21:56:51,d737979d9ca9430d9c6269c5913a588f
342,1,1,,b229449e488b40ce98bd68991ca7b8ca,,2016-11-16 11:49:19,,1de665428d6c496396ef8554ff9a0f1f,N,b'\x00',6,,八班,,,10,2016-11-16 13:41:13,d737979d9ca9430d9c6269c5913a588f
345,1,1,,bb69acf102d34412bddf7b748fb218a4,,2016-11-16 11:49:21,,27b0481f09bc4606bdf7a0226d93f3f8,Y,b'\x00',6,,一班,,,10,2018-08-22 09:54:37,d737979d9ca9430d9c6269c5913a588f
348,1,1,,4341cd116cb0408b964c068927a85487,,2016-11-16 11:49:24,,27b0481f09bc4606bdf7a0226d93f3f8,Y,b'\x00',6,,二班,,,10,2018-08-22 09:54:37,d737979d9ca9430d9c6269c5913a588f
351,1,1,,d84b0929761844b1a1fd777fca2eb780,,2016-11-16 11:49:26,,27b0481f09bc4606bdf7a0226d93f3f8,Y,b'\x00',6,,三班,,,10,2018-08-22 09:54:37,d737979d9ca9430d9c6269c5913a588f
354,1,1,,ca65a323a6bc4a87bee3c1375e4bdafd,,2016-11-16 11:49:29,,27b0481f09bc4606bdf7a0226d93f3f8,Y,b'\x00',6,,四班,,,10,2018-08-22 09:54:37,d737979d9ca9430d9c6269c5913a588f
357,1,1,,eef96ee1c9414a9681b547c7e563f335,,2016-11-16 11:49:31,,27b0481f09bc4606bdf7a0226d93f3f8,Y,b'\x00',6,,五班,,,10,2018-08-22 09:54:37,d737979d9ca9430d9c6269c5913a588f
360,1,1,,a6e4531703d049f79941b9974fba00d9,,2016-11-16 11:49:33,,27b0481f09bc4606bdf7a0226d93f3f8,Y,b'\x00',6,,六班,,,10,2018-08-22 09:54:37,d737979d9ca9430d9c6269c5913a588f
363,1,1,,2e5d4b653e0647198bc5641bb79fbc36,,2016-11-16 11:49:36,,27b0481f09bc4606bdf7a0226d93f3f8,Y,b'\x00',6,,七班,,,10,2018-08-22 09:54:37,d737979d9ca9430d9c6269c5913a588f
366,,,,efb718e603cd451fa8f53acfecada077,,2016-11-16 11:49:38,,27b0481f09bc4606bdf7a0226d93f3f8,Y,,,,8班,,,,2017-09-12 21:56:51,d737979d9ca9430d9c6269c5913a588f
369,1,1,,47cb6df17da24090b2de53dddc01e9d7,,2016-11-16 11:49:41,,84a4540dd887470680638374019624bd,N,b'\x00',6,,一班,,,10,2016-11-16 13:39:42,d737979d9ca9430d9c6269c5913a588f
372,1,1,,7876e7ed27b44b8db29f5d11a3aa625c,,2016-11-16 11:49:44,,84a4540dd887470680638374019624bd,N,b'\x00',6,,二班,,,10,2016-11-16 13:39:29,d737979d9ca9430d9c6269c5913a588f
375,1,1,,e9664860b6124f6f87932d888dcfcebf,,2016-11-16 11:49:47,,84a4540dd887470680638374019624bd,N,b'\x00',6,,三班,,,10,2016-11-16 13:38:55,d737979d9ca9430d9c6269c5913a588f
378,1,1,,85e2159f9dda429990936af45923ee41,,2016-11-16 11:49:51,,84a4540dd887470680638374019624bd,Y,b'\x00',6,,四班,,,10,2017-09-12 21:56:51,d737979d9ca9430d9c6269c5913a588f
381,1,1,,dcfbc737e8a746a5af93bb594de5a5ad,,2016-11-16 11:49:51,,84a4540dd887470680638374019624bd,N,b'\x00',6,,五班,,,10,2016-11-16 13:37:47,d737979d9ca9430d9c6269c5913a588f
384,1,1,,85796caac8ad4e68a4d6c153dd67dec6,,2016-11-16 11:49:54,,84a4540dd887470680638374019624bd,N,b'\x00',6,,六班,,,10,2016-11-16 13:37:29,d737979d9ca9430d9c6269c5913a588f
387,1,1,,d80de0542ad543d1b50f47a32ccb4a5f,,2016-11-16 11:49:57,,84a4540dd887470680638374019624bd,N,b'\x00',6,,七班,,,10,2016-11-16 13:36:57,d737979d9ca9430d9c6269c5913a588f
390,1,1,,38b69be3fbad48fb8ddfdcbdc6817ac5,,2016-11-16 11:50:01,,84a4540dd887470680638374019624bd,N,b'\x00',6,,八班,,,10,2016-11-16 13:36:34,d737979d9ca9430d9c6269c5913a588f
399,,,,355dac6a2ea54ace90dafbb43e9d80f5,,2016-11-17 13:34:13,,1de665428d6c496396ef8554ff9a0f1f,N,,,,六班,,,,2016-11-17 13:34:13,d737979d9ca9430d9c6269c5913a588f
402,,,,22cd2dee02df4de49f0750508797ff91,,2016-11-17 13:34:14,,1de665428d6c496396ef8554ff9a0f1f,N,,,,七班,,,,2016-11-17 13:34:14,d737979d9ca9430d9c6269c5913a588f
405,,,,5683e6ffe3984f08a66eb3d350aec0a5,,2016-11-17 14:57:48,,acad8a50651346479cfc4125d510d604,N,,,,三班,,,,2016-11-17 14:57:48,d737979d9ca9430d9c6269c5913a588f
408,,,,c7cc490a982f48a894d7cb4e65913bb0,,2016-11-17 14:57:49,,acad8a50651346479cfc4125d510d604,N,,,,五班,,,,2016-11-17 14:57:49,d737979d9ca9430d9c6269c5913a588f
411,,,,59ca662265ee46cb973673e898c706eb,,2016-11-17 14:57:49,,acad8a50651346479cfc4125d510d604,N,,,,一班,,,,2016-11-17 14:57:49,d737979d9ca9430d9c6269c5913a588f
414,,,,c6f591f02cb043af8dbf9dbf35d2d8f9,,2016-11-17 14:57:50,,acad8a50651346479cfc4125d510d604,N,,,,六班,,,,2016-11-17 14:57:50,d737979d9ca9430d9c6269c5913a588f
417,1,1,,c9d368d6381e4265af9822f40a9e17cc,,2016-11-17 14:57:51,,acad8a50651346479cfc4125d510d604,N,b'\x00',6,,二班,,7f431a43805e4b9b911fd88aadbc2a3c,10,2017-02-22 10:09:18,d737979d9ca9430d9c6269c5913a588f
420,,,,9e79e2f0463c41df91843d1b26c0af7f,,2016-11-17 14:57:52,,acad8a50651346479cfc4125d510d604,N,,,,四班,,,,2016-11-17 14:57:52,d737979d9ca9430d9c6269c5913a588f
423,,,,6713b58c9feb4ebc976f66a1caf69ecd,,2016-11-17 16:17:02,,27b0481f09bc4606bdf7a0226d93f3f8,Y,,,,八班,,,,2018-08-22 09:54:37,d737979d9ca9430d9c6269c5913a588f
430,1,1,,c92ec10d8f05460a95b720f02cf2d023,,2016-11-28 13:52:42,,27b0481f09bc4606bdf7a0226d93f3f8,Y,b'\x00',6,,15班,,239e051b13c6471c93c2d1bf313a5418,10,2017-09-12 21:56:51,d737979d9ca9430d9c6269c5913a588f
599477881940213760,,,,6347c1f88c6046dd900426467f78fb66,,2017-09-06 14:46:46,,4e57885feea14021928eacfbc70d9153,N,,,,三班,,,,2017-09-06 14:46:46,d737979d9ca9430d9c6269c5913a588f
599477882145734656,,,,19ac058d2e8344058df1170455aac397,,2017-09-06 14:46:46,,4e57885feea14021928eacfbc70d9153,N,,,,一班,,,,2017-09-06 14:46:46,d737979d9ca9430d9c6269c5913a588f
599477882871349248,,,,7b7073001cb449f7be0de291c88beadc,,2017-09-06 14:46:46,,4e57885feea14021928eacfbc70d9153,N,,,,四班,,,,2017-09-06 14:46:46,d737979d9ca9430d9c6269c5913a588f
599477884263858176,,,,b822d2d154914cae91a768f45494b7f6,,2017-09-06 14:46:47,,4e57885feea14021928eacfbc70d9153,N,,,,六班,,,,2017-09-06 14:46:47,d737979d9ca9430d9c6269c5913a588f
599485621655830528,1,1,,599485621655830528,,2017-09-06 15:17:31,,4e57885feea14021928eacfbc70d9153,N,b'\x00',6,,二班,,969067dd8362477f86a452c2a499343c,10,2017-09-06 15:17:31,d737979d9ca9430d9c6269c5913a588f
599485817244614656,1,1,,599485817244614656,,2017-09-06 15:18:18,,4e57885feea14021928eacfbc70d9153,N,b'\x00',6,,五班,,c460ff6efe914a818ce162342df91cee,10,2017-09-06 15:18:18,d737979d9ca9430d9c6269c5913a588f
6,1,1,,e80b6f84d96246bb98b76ec50f153929,,2016-10-21 16:46:46,,acad8a50651346479cfc4125d510d604,Y,b'\x00',6,,100班,100,7596887a87864f8e9f063efc87781fe9,10,2017-09-12 21:56:51,d737979d9ca9430d9c6269c5913a588f
670,1,1,,de426421fd9e474ab3225fa881b6c1dc,,2016-12-14 11:25:54,,acad8a50651346479cfc4125d510d604,Y,b'\x00',6,,二班（垃圾数据）,,7f431a43805e4b9b911fd88aadbc2a3c,10,2017-09-12 21:56:51,d737979d9ca9430d9c6269c5913a588f
718352128652869632,,,,cfb3259f5dd04e20a2528fbbea023ad9,,2018-07-31 15:30:35,,05cc505978c3452e8b2bd5d0bef01075,N,,,,一千八百零三班,,,,2018-07-31 15:30:35,d737979d9ca9430d9c6269c5913a588f
729199846484869120,,,,0c0ac145e822488c81deed6be9dd2398,,2018-08-30 13:55:33,,a8c0f5f056c1460f9b16bbb49fb904ca,N,,,,一班,,,,2018-08-30 13:55:33,d737979d9ca9430d9c6269c5913a588f
729200030136664064,,,,6244bc9e24094b60bd3701f9fdddb16d,,2018-08-30 13:56:16,,a8c0f5f056c1460f9b16bbb49fb904ca,N,,,,二班,,,,2018-08-30 13:56:16,d737979d9ca9430d9c6269c5913a588f
729200124097462272,,,,89a779b1d72b484c8e0e4bd58c80988b,,2018-08-30 13:56:39,,a8c0f5f056c1460f9b16bbb49fb904ca,N,,,,三班,,,,2018-08-30 13:56:39,d737979d9ca9430d9c6269c5913a588f
729200214065283072,,,,7bd5d6d2832d4d15a2f66ebdf22870ba,,2018-08-30 13:57:00,,a8c0f5f056c1460f9b16bbb49fb904ca,N,,,,四班,,,,2018-08-30 13:57:00,d737979d9ca9430d9c6269c5913a588f
729200294423953408,,,,2a6f9cadb7ae48d68f4f8cc6f75c03b2,,2018-08-30 13:57:19,,a8c0f5f056c1460f9b16bbb49fb904ca,N,,,,五班,,,,2018-08-30 13:57:19,d737979d9ca9430d9c6269c5913a588f
729200362774331392,,,,b9486301a35f460ba9970e380af7d246,,2018-08-30 13:57:36,,a8c0f5f056c1460f9b16bbb49fb904ca,N,,,,六班,,,,2018-08-30 13:57:36,d737979d9ca9430d9c6269c5913a588f
729200422710935552,,,,074c1ee8bd36459dbfa002d8fdaf33c5,,2018-08-30 13:57:50,,a8c0f5f056c1460f9b16bbb49fb904ca,N,,,,七班,,,,2018-08-30 13:57:50,d737979d9ca9430d9c6269c5913a588f
